objid,ra,dec,is_star,flux_r_nmgy,color_ug,color_gr,color_ri,color_iz,gal_frac_dev,gal_axis_ratio,gal_radius_px,gal_angle_deg,log_flux_r
8647474692482204248,0.565435986286537,0.603286675596218,false,8.616707735594002,2.0110651021263455,1.5135165407003723,0.593342835665202,0.3476003092078754,0.6459531784057617,0.6769746541976929,1.5240394406848483,72.37955474853516,2.153703078494777
8647474692482204344,0.590447920964554,0.579116955269068,true,6.771976474258964,3.300125461931525,1.364685996519614,1.1678106705875062,0.6507167853132553,,,,,1.912792990292463
8647474692482203685,0.492177826285728,0.555283478836569,true,18.83324468265276,1.0594353901914946,0.4192179003459148,0.15390543133273554,0.07716874878908525,,,,,2.9356236423574247
8647474692482138479,0.470375763820474,0.54354931752362,false,2.0658086118290853,0.8207595594250054,0.062499706939565226,1.3490503555850266,-1.6226467822787949,1.0,0.6112121939659119,2.9232628417737554,59.442630767822266,0.7255217293439709
8647474692482139131,0.471110959128967,0.599156076253514,false,2.513448514872588,-0.2927934675048148,1.2555472157219556,0.5545612200438909,0.14025826737840655,0.6255929470062256,0.8497978448867798,1.1562068353999744,85.16954803466797,0.9216557205003176
8647474692482204515,0.493697184492774,0.478041558481522,false,2.0486712253633845,-0.40850553355765734,1.420113627587026,0.5939322151633178,0.2828000967912083,0.9514592885971068,0.6480210423469543,0.509285753724551,47.672611236572266,0.7171914002394897
8647474692482140629,0.481586243495651,0.611911309338237,false,0.958385650419043,,0.6240357475163678,0.35795010130374805,-0.020286945207875325,0.2903299331665039,0.7998594641685486,1.5755848150060634,76.0683822631836,-0.042505024167260735
8647474692482204097,0.497474857659423,0.445331685002712,false,3.548808676654501,1.1480315507106682,0.8400092723571834,0.37364372786529126,0.28031334761100457,0.8267591595649719,0.6090880632400513,0.7425393871586732,78.49116516113281,1.2666119631254138
8647474692482204354,0.591426332824452,0.614061291015963,false,5.879522552446266,0.9245651056803524,0.49198624483815345,0.23380538161998127,0.00858944285241753,0.0,0.33642467856407166,2.959808616927176,139.73590087890625,1.7714755600501935
8647474692482205813,0.589536835764452,0.476394217181913,true,0.6483462012000467,,1.4961762181367917,0.9731812531213312,0.44053818860733673,,,,,-0.4333304641853347
8647474692482140590,0.476501657341749,0.497444580836624,false,0.8118917040828479,0.10951928837317931,0.7406294207778511,0.6799899271537425,0.348795694236363,0.0,0.05000000074505806,1.5038110391058102,47.23744583129883,-0.2083883170710411
8647474692482204669,0.593366506153715,0.471244070115278,false,2.423218989951746,0.5326741918467016,0.7023484420949428,0.09797697718841426,0.1756891822928183,0.894573450088501,0.7296717762947083,0.579123432287062,163.74020385742188,0.8850968174250704
8647474692482139098,0.454817477772527,0.461442163125286,false,2.728629323934688,0.49653264820582343,0.7557859368673596,0.2261519980074116,0.2729577412641092,0.0,0.36099499464035034,2.352942420978738,58.60932159423828,1.0037994039681273
8647474692482204615,0.555329843763529,0.506162799172859,false,5.325575907599706,1.59544889309071,1.781601898798952,0.8667860463920545,0.4239278487488928,0.8528549075126648,0.6601739525794983,2.218198294591422,45.02752304077149,1.6725208574094361
8647474692482204787,0.494418725473944,0.606267498333865,false,2.1735377979652877,0.7592516346861288,1.1965175139651962,0.5835108368928322,0.3012524392669432,0.0,0.38494211435317993,1.7855834178250245,121.1588134765625,0.7763561616637014
8647474692482205792,0.586276924283204,0.501538159915858,false,0.8564361064728053,0.09511459567891188,0.5118221059004154,0.6590156456095971,0.2084278911042911,0.0,0.8998895287513733,0.9678988294167952,101.3734130859375,-0.15497556239775295
